Renner	Prijs	Team	OML	KBK	SAM	STR	NOK	BKC	MSR	RVB	E3	IFF	DDV	RVV	SP	PR	RVL	BRP	AGR	WAP	LBL
PEÑALVER Manuel	2	Team Polti VisitMalta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRESCIOLI Ludovico	2	Team Polti VisitMalta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TERCERO Fernando	2	Team Polti VisitMalta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAIS Davide	2	Team Polti VisitMalta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GÓMEZ Germán Darío	2	Team Polti VisitMalta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAIS Mattia	2	Team Polti VisitMalta	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BESSEGA Tommaso	2	Team Polti VisitMalta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crozzolo Fabrizio	2	Team Polti VisitMalta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GARCÍA Pablo	2	Team Polti VisitMalta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIFSUD Andrea	2	Team Polti VisitMalta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PESENTI Thomas	2	Team Polti VisitMalta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RACCAGNI Gabriele	2	Team Polti VisitMalta	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SERRANO Javier	2	Team Polti VisitMalta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TONELLI Alessandro	2	Team Polti VisitMalta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCHIFFER Anton	2	Team Visma | Lease a Bike	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUISING Menno	2	Team Visma | Lease a Bike	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DELBOVE Joris	2	TotalEnergies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
VERCHER Mattéo	2	TotalEnergies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DOUBEY Fabien	2	TotalEnergies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BREUILLARD Nicolas	2	TotalEnergies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOUCHARD Geoffrey	2	TotalEnergies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRELLIER Fabien	2	TotalEnergies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUERNALEC Thibault	2	TotalEnergies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JOUSSEAUME Alan	2	TotalEnergies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LÉVÊQUE Theo	2	TotalEnergies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RETAILLEAU Valentin	2	TotalEnergies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
BARTA Will	2	Tudor Pro Cycling Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DONZÉ Robin	2	Tudor Pro Cycling Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERIKSSON Jacob	2	Tudor Pro Cycling Team	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
LIENHARD Fabian	2	Tudor Pro Cycling Team	0	0	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0
SUTER Joel	2	Tudor Pro Cycling Team	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
PERICAS Adrià	2	UAE Team Emirates - XRG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TORRES Pablo	2	UAE Team Emirates - XRG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAIRE Adrien	2	Unibet Rose Rockets	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUGÉ Ronan	2	Unibet Rose Rockets	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0
FOUGNER Eivind Broholt	2	Unibet Rose Rockets	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PETER Jannis	2	Unibet Rose Rockets	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAVIOZ Colin	2	Unibet Rose Rockets	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ŤOUPALÍK Adam	2	Unibet Rose Rockets	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0
VERSCHUREN Killian	2	Unibet Rose Rockets	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CHARMIG Anthon	2	Uno-X Mobility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
LØLAND Sakarias Koller	2	Uno-X Mobility	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
TJØTTA Martin	2	Uno-X Mobility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLUME LEVY William	2	Uno-X Mobility	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0
DALBY Simon	2	Uno-X Mobility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DVERSNES Fredrik	2	Uno-X Mobility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MULUBRHAN Henok	2	XDS Astana Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CONCI Nicola	2	XDS Astana Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
KAJAMINI Florian Samuel	2	XDS Astana Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KUZMIN Anton	2	XDS Astana Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAN HAUTEGEM Leander	2	Team Flanders - Baloise	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
FROIDEVAUX Robin	2	Tudor Pro Cycling Team	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0
Thonnon Senne	2	Team Flanders - Baloise	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
ØRN-KRISTOFF Felix	2	Lotto Intermarché	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HUYSMANS Nolan	2	Team Flanders - Baloise	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0

